,EVI_median,NDVI_median,Latitude,Longitude,Sample Date
2087,4374.0,6895.0,-34.005833,22.351111,2012-04-26
2088,2920.5,5768.0,-29.803611,30.516111,2012-04-27
2089,2939.5,7034.5,-29.758889,30.935278,2012-04-28
2090,687.0,1805.5,-28.760833,17.730278,2012-04-29
2091,2166.0,4321.5,-25.99136,27.84208,2012-04-30
2092,2500.0,5365.0,-29.380556,30.2775,2012-04-30
2093,2899.5,5829.0,-34.065833,20.404167,2012-05-01
2094,1314.0,3648.0,-26.006389,29.253889,2012-05-01
2095,2232.5,4789.5,-25.45963889,28.26430556,2012-05-01
2096,2954.5,5693.0,-33.897778,20.012778,2012-05-01
2097,1421.0,3131.0,-29.161667,23.696389,2012-05-02
2098,1947.5,4687.5,-25.81048333,27.90955222,2012-05-02
2099,1384.5,2815.5,-26.861111,28.884722,2012-05-02
2100,3485.0,6335.5,-29.033333,23.983333,2012-05-02
2101,1920.0,3784.5,-28.058889,30.373611,2012-05-02
2102,1784.0,4024.5,-24.925278,29.324444,2012-05-03
2103,1347.5,3139.0,-27.00222,28.76528,2012-05-03
2104,2161.5,4495.5,-27.398611,26.614722,2012-05-03
2105,1687.5,3669.0,-27.671111,27.236944,2012-05-03
2106,1800.5,4110.0,-27.4,26.624722,2012-05-03
2107,2434.0,4722.0,-26.648056,27.089444,2012-05-04
2108,2099.5,4894.5,-26.970278,27.211111,2012-05-04
2109,2252.0,4624.5,-26.880278,26.965,2012-05-04
2110,1760.0,4471.0,-27.01011111,26.69808333,2012-05-07
2111,1324.0,4167.0,-26.73806,27.59194,2012-05-07
2112,1659.0,3533.0,-26.45,28.085833,2012-05-07
2113,1546.0,2981.0,-26.98472222,26.63227778,2012-05-07
2114,1191.0,1767.0,-32.502778,19.535833,2012-05-07
2115,1429.0,3164.0,-29.161667,23.696389,2012-05-08
2116,2141.0,4766.0,-25.127778,27.628889,2012-05-08
2117,1645.0,3810.0,-25.20639,27.558,2012-05-08
2118,2202.0,3849.0,-24.69514,27.40906,2012-05-08
2119,2818.0,5283.0,-28.747778,31.745833,2012-05-08
2120,1619.0,3040.0,-27.169444,29.233889,2012-05-08
2121,2317.0,4493.0,-26.648056,27.089444,2012-05-08
2122,1994.0,4631.0,-26.970278,27.211111,2012-05-08
2123,2096.0,4498.0,-26.880278,26.965,2012-05-08
2124,1664.0,3627.0,-28.141944,26.417778,2012-05-08
2125,1802.0,3729.0,-28.116667,26.725278,2012-05-08
2126,2487.0,4606.0,-29.042222,24.6,2012-05-08
2127,1307.0,3920.0,-28.460833,21.248889,2012-05-08
2128,1300.0,3932.0,-31.396,29.2651,2012-05-08
2129,2136.0,4280.0,-25.57877778,29.12747222,2012-05-08
2130,1429.0,3164.0,-29.161667,23.696389,2012-05-09
2131,2728.0,5260.0,-25.49037,30.6986,2012-05-09
2132,4959.0,7501.0,-28.801278,31.955389,2012-05-09
2133,1773.0,3498.0,-27.273889,28.49,2012-05-09
2134,2013.0,3455.0,-27.4275,28.525833,2012-05-09
2135,1344.0,2643.0,-27.3,28.586944,2012-05-09
2136,2180.0,4655.0,-27.398611,26.614722,2012-05-09
2137,2227.0,4252.0,-29.028629,24.638389,2012-05-09
2138,1253.0,3067.0,-29.1825,23.575556,2012-05-09
2139,2335.0,4551.0,-30.570833,29.150556,2012-05-09
2140,2740.0,6089.0,-31.104278,29.399722,2012-05-09
2141,2020.0,5383.0,-33.31388889,19.07472222,2012-05-09
2142,2019.0,4242.0,-28.7115,24.07288889,2012-05-10
2143,3448.0,6186.0,-29.140556,31.391944,2012-05-10
2144,1266.0,2755.0,-28.75,30.442778,2012-05-10
2145,3179.0,6266.0,-29.161667,30.629722,2012-05-10
2146,1555.0,3016.0,-27.38972222,26.46388889,2012-05-10
2147,1760.0,4121.0,-27.935,26.126667,2012-05-10
2148,1657.0,3640.0,-27.671111,27.236944,2012-05-10
2149,2848.0,5161.0,-28.376944,24.303056,2012-05-10
2150,2563.0,4785.0,-31.031389,28.883333,2012-05-10
2151,2285.0,4420.0,-30.86013889,29.07125,2012-05-10
2152,2687.0,5879.0,-30.77586667,29.03221667,2012-05-10
2153,3700.0,6125.0,-33.7075,18.97444444,2012-05-10
2154,2075.0,3737.0,-33.72266667,18.61691667,2012-05-10
2155,1957.0,3883.0,-27.902778,24.615556,2012-05-11
2156,4871.0,7261.0,-28.44555556,32.325,2012-04-19
2157,4470.0,7655.0,-31.554722,29.245556,2012-05-12
2158,704.5,1871.0,-28.760833,17.730278,2012-05-13
2159,1815.0,3684.0,-25.99136,27.84208,2012-05-14
2160,1368.0,2781.0,-26.861111,28.884722,2012-05-14
2161,1551.5,3304.0,-26.45,28.085833,2012-05-14
2162,2559.5,4827.5,-25.681111,31.783333,2012-05-15
2163,4217.0,6711.5,-25.398889,31.610556,2012-05-15
2164,1318.0,2946.0,-27.00222,28.76528,2012-05-15
2165,2174.0,4231.5,-26.648056,27.089444,2012-05-15
2166,2323.0,4320.0,-33.38056,19.30167,2012-05-15
2167,2232.5,4333.0,-25.45963889,28.26430556,2012-05-15
2168,2113.5,3984.0,-28.068333,31.55,2012-05-15
2169,1693.5,4038.0,-25.81048333,27.90955222,2012-05-16
2170,2469.0,4002.5,-24.768889,31.39,2012-05-16
2171,3022.0,5689.0,-29.033333,23.983333,2012-05-16
2172,4457.5,6928.5,-34.092222,21.295278,2012-05-16
2173,2095.5,4247.0,-33.13083,18.86278,2012-05-16
2174,2634.5,5687.0,-24.99328,30.81444,2012-05-17
2175,3573.5,8075.0,-33.970833,22.548333,2012-05-17
2176,2072.0,4388.5,-25.436111,31.982222,2012-05-18
2177,1653.5,3329.0,-25.14944444,31.94055556,2012-05-18
2178,2055.0,3942.0,-29.7775,29.470833,2012-05-21
2179,2547.0,4531.0,-29.987778,29.851667,2012-05-21
2180,2399.0,4842.0,-29.744167,29.905833,2012-05-21
2181,3722.0,7414.0,-30.27402,30.69602,2012-05-21
2182,1124.0,3273.0,-26.73806,27.59194,2012-05-21
2183,2182.0,4714.0,-33.818056,19.694722,2012-05-21
2184,1539.0,3691.0,-27.01011111,26.69808333,2012-05-22
2185,3829.0,6708.0,-34.065833,20.404167,2012-05-22
2186,1871.0,3717.0,-24.679167,30.8025,2012-05-22
2187,2095.0,4127.0,-24.183889,30.823889,2012-05-22
2188,1778.0,3876.0,-25.127778,27.628889,2012-05-22
2189,1343.0,3022.0,-25.20639,27.558,2012-05-22
2190,1536.0,3110.0,-24.69514,27.40906,2012-05-22
2191,3569.0,6739.0,-27.363611,31.783333,2012-05-22
2192,2774.0,5532.0,-30.733889,29.828333,2012-05-22
2193,1613.0,2912.0,-27.169444,29.233889,2012-05-22
2194,1827.0,3941.0,-26.880278,26.965,2012-05-22
2195,1409.0,2780.0,-26.98472222,26.63227778,2012-05-22
2196,1305.0,2593.0,-29.160278,26.573333,2012-05-22
2197,574.0,1711.0,-30.336111,27.359444,2012-05-22
2198,2008.0,4526.0,-33.501667,21.624167,2012-05-22
2199,2720.0,4743.0,-34.075556,20.145556,2012-05-22
2200,3164.0,6102.0,-33.897778,20.012778,2012-05-22
2201,2166.0,4099.0,-24.058889,31.237222,2012-05-23
2202,5110.0,7975.0,-30.398056,30.601944,2012-05-23
2203,1513.0,3099.0,-30.160091,27.40124,2012-05-23
2204,1818.0,4173.0,-28.69485,28.23487,2012-05-23
2205,1420.0,2870.0,-28.883333,27.89,2012-05-23
2206,3699.0,6668.0,-34.005833,22.351111,2012-05-23
2207,2055.0,4318.0,-29.641944,30.6875,2012-05-24
2208,1768.0,3544.0,-30.830556,26.921389,2012-05-24
2209,1696.0,3947.0,-29.380556,30.2775,2012-05-24
2210,1655.0,3681.0,-30.679722,26.7125,2012-05-24
2211,1399.0,2992.0,-29.615556,27.065278,2012-05-24
2212,2525.0,6246.0,-34.031944,22.053333,2012-05-24
2213,3295.0,6556.0,-34.039722,22.133333,2012-05-24
2214,5110.0,7975.0,-30.398056,30.601944,2012-05-25
2215,3722.0,7414.0,-30.27402,30.69602,2012-05-25
2216,1638.0,2912.0,-29.658056,25.973333,2012-05-25
2217,1551.0,4225.0,-31.000833,26.353056,2012-05-25
2218,1307.0,3920.0,-28.460833,21.248889,2012-05-25
2219,2238.0,4670.0,-29.803611,30.516111,2012-05-25
2220,2485.0,6297.0,-29.758889,30.935278,2012-05-26
2221,877.0,2215.0,-28.760833,17.730278,2012-05-27
2222,1657.0,3396.0,-25.99136,27.84208,2012-05-28
2223,1358.0,2780.0,-26.861111,28.884722,2012-05-28
2224,1343.0,3573.0,-26.970278,27.211111,2012-05-28
2225,1444.0,3075.0,-26.45,28.085833,2012-05-28
2226,1490.5,3450.0,-27.01011111,26.69808333,2012-05-29
2227,1681.5,3934.0,-29.380556,30.2775,2012-05-29
2228,1212.5,2719.0,-27.00222,28.76528,2012-05-29
2229,1871.5,3639.0,-26.648056,27.089444,2012-05-29
2230,1750.5,3614.0,-26.880278,26.965,2012-05-29
2231,1389.5,2721.5,-26.98472222,26.63227778,2012-05-29
2232,1405.5,4104.0,-31.000833,26.353056,2012-05-29
2233,2030.0,3930.0,-25.45963889,28.26430556,2012-05-29
2234,1302.5,2863.0,-29.161667,23.696389,2012-05-30
2235,1915.0,3701.5,-24.282222,28.090278,2012-05-30
2236,2027.5,4287.5,-27.937778,31.209444,2012-05-30
2237,1401.5,3194.0,-28.404444,30.013056,2012-05-30
2238,1410.5,3033.0,-28.1175,26.719444,2012-05-30
2239,4871.0,7261.0,-28.44555556,32.325,2012-05-12
2240,1933.0,3687.0,-24.670833,28.560833,2012-05-31
2241,1576.0,2951.0,-27.573056,24.746389,2012-05-31
2242,1562.5,3623.0,-30.679722,26.7125,2012-05-31
2243,2978.0,5635.0,-28.44555556,32.325,2012-07-12
2244,2353.5,4555.5,-33.38056,19.30167,2012-05-31
2245,2317.5,4666.0,-33.13083,18.86278,2012-05-31
2246,1302.5,2863.0,-29.161667,23.696389,2012-06-01
2247,1492.5,3143.0,-28.7115,24.07288889,2012-06-01
2248,1937.5,3925.0,-27.5275,30.858056,2012-06-01
2249,1087.5,2756.0,-29.1825,23.575556,2012-06-01
2250,1088.0,3198.0,-26.73806,27.59194,2012-06-04
2251,1159.5,1733.5,-32.502778,19.535833,2012-06-04
2252,1660.5,3681.5,-25.127778,27.628889,2012-06-05
2253,1494.0,3416.0,-25.20639,27.558,2012-06-05
2254,1395.5,2949.0,-24.69514,27.40906,2012-06-05
2255,490.0,2278.5,-26.006389,29.253889,2012-06-05
2256,2618.5,5069.5,-28.747778,31.745833,2012-06-05
2257,1607.5,2858.5,-27.169444,29.233889,2012-06-05
2258,2801.0,6096.0,-34.250556,20.9925,2012-06-05
2259,1706.0,3466.5,-25.57877778,29.12747222,2012-06-05
2260,1845.0,3277.0,-23.658056,31.05,2012-06-06
2261,4362.0,6934.0,-28.801278,31.955389,2012-06-06
2262,1267.0,2622.0,-27.02314,28.59389,2012-06-06
2263,1427.0,2587.0,-27.4275,28.525833,2012-06-06
2264,1233.0,2422.0,-27.3,28.586944,2012-06-06
2265,1582.0,3112.0,-28.141944,26.417778,2012-06-06
2266,1338.0,2906.0,-28.1175,26.719444,2012-06-06
2267,2918.0,5501.5,-28.44555556,32.325,2012-08-08
2268,3540.0,6038.0,-33.7075,18.97444444,2012-06-06
2269,3184.0,5748.0,-33.72266667,18.61691667,2012-06-06
2270,2437.0,4902.0,-29.140556,31.391944,2012-06-07
2271,2426.0,4415.0,-23.838611,31.640833,2012-06-07
2272,3174.0,5295.0,-28.44555556,32.325,2012-09-12
2273,1173.0,2482.0,-28.75,30.442778,2012-06-07
2274,1715.0,3779.0,-29.161667,30.629722,2012-06-07
2275,1482.0,3010.0,-27.398611,26.614722,2012-06-07
2276,1248.0,2701.0,-27.671111,27.236944,2012-06-07
2277,1466.5,3160.5,-27.5275,30.858056,2011-08-25
2278,1505.0,3189.0,-27.4,26.624722,2012-06-07
2279,1491.0,2961.0,-25.99136,27.84208,2012-06-11
2280,1358.0,2654.0,-26.861111,28.884722,2012-06-11
2281,1248.0,2701.0,-27.671111,27.236944,2012-06-11
2282,3362.0,6806.0,-31.554722,29.245556,2012-06-11
2283,2059.0,4714.0,-33.818056,19.694722,2012-06-11
2284,1398.0,3322.0,-27.935,26.126667,2012-06-12
2285,1582.0,3112.0,-28.141944,26.417778,2012-06-12
2286,1595.0,2902.0,-29.658056,25.973333,2012-06-12
2287,1260.0,3983.0,-31.000833,26.353056,2012-06-12
2288,1070.0,2886.0,-30.534167,24.961944,2012-06-12
2289,2440.0,5752.0,-31.104278,29.399722,2012-06-12
2290,2746.0,5270.0,-34.075556,20.145556,2012-06-12
2291,1938.0,3777.0,-25.45963889,28.26430556,2012-06-12
2292,1948.0,3695.0,-28.068333,31.55,2012-06-12
2293,1176.0,2562.0,-29.161667,23.696389,2012-06-13
2294,1533.0,3610.0,-25.81048333,27.90955222,2012-06-13
2295,1102.0,2600.0,-27.00222,28.76528,2012-06-13
2296,1338.0,2906.0,-28.1175,26.719444,2012-06-13
2297,1070.0,2886.0,-30.534167,24.961944,2012-06-13
2298,1999.0,3892.0,-30.568333,29.422778,2012-06-13
2299,1626.0,3123.0,-30.570833,29.150556,2012-06-13
2300,1131.0,2500.5,-29.161667,23.696389,2012-06-14
2301,3921.5,6959.5,-26.905,32.324722,2012-06-14
2302,1776.0,3435.0,-27.602222,29.942778,2012-06-14
2303,1248.5,3157.0,-27.935,26.126667,2012-06-14
2304,1271.0,2815.5,-28.1175,26.719444,2012-06-14
2305,1236.0,3825.5,-31.000833,26.353056,2012-06-14
2306,1862.5,4115.5,-30.679722,26.7125,2012-06-14
2307,1098.5,2590.0,-30.160091,27.40124,2012-06-14
2308,1779.0,3589.0,-30.86013889,29.07125,2012-06-14
2309,1336.5,3039.0,-28.7115,24.07288889,2012-06-15
2310,1264.5,3021.5,-27.01011111,26.69808333,2012-06-15
2311,1788.0,3825.5,-29.641944,30.6875,2012-06-15
2312,1629.0,3197.0,-26.648056,27.089444,2012-06-15
2313,1209.0,2833.0,-26.970278,27.211111,2012-06-15
2314,1623.0,3284.5,-26.880278,26.965,2012-06-15
2315,1338.5,2607.0,-26.98472222,26.63227778,2012-06-15
2316,1445.0,3184.0,-27.398611,26.614722,2012-06-15
2317,587.0,1612.5,-29.1825,23.575556,2012-06-15
2318,1641.0,3090.0,-22.91028,29.61111,2012-06-18
2319,1420.5,3029.5,-29.7775,29.470833,2012-06-18
2320,1821.0,3896.5,-29.744167,29.905833,2012-06-18
2321,1322.5,2629.0,-26.861111,28.884722,2012-06-18
2322,1005.5,2917.0,-26.73806,27.59194,2012-06-18
2323,1152.5,2669.0,-26.45,28.085833,2012-06-18
2324,3558.0,6676.0,-34.065833,20.404167,2012-06-19
2325,1491.5,3350.5,-25.127778,27.628889,2012-06-19
2326,1725.5,3560.0,-25.20639,27.558,2012-06-19
2327,1395.5,2949.0,-24.69514,27.40906,2012-06-19
2328,3514.0,6528.0,-27.363611,31.783333,2012-06-19
2329,2433.5,4889.0,-30.733889,29.828333,2012-06-19
2330,1490.5,2737.5,-27.169444,29.233889,2012-06-19
2331,1120.0,2522.5,-27.00222,28.76528,2012-06-19
2332,1208.5,2502.0,-29.160278,26.573333,2012-06-19
2333,1477.5,3133.5,-29.028629,24.638389,2012-06-19
2334,1131.0,2500.5,-29.161667,23.696389,2012-06-20
2335,1812.0,3464.5,-24.282222,28.090278,2012-06-20
2336,2057.5,4145.5,-25.681111,31.783333,2012-06-20
2337,3944.0,6305.0,-25.398889,31.610556,2012-06-20
2338,3932.5,6942.0,-30.398056,30.601944,2012-06-20
2339,3572.5,6961.5,-30.27402,30.69602,2012-06-20
2340,1195.0,2760.5,-29.615556,27.065278,2012-06-20
2341,1142.5,2642.5,-28.883333,27.89,2012-06-20
2342,3594.5,6458.0,-34.405833,19.600556,2012-06-20
2343,1797.5,3436.0,-24.670833,28.560833,2012-06-21
2344,1808.5,4534.0,-24.99328,30.81444,2012-06-21
2345,1904.5,3151.5,-24.768889,31.39,2012-06-21
2346,901.0,2026.0,-27.802778,28.768333,2012-06-21
2347,1248.5,3157.0,-27.935,26.126667,2012-06-21
2348,1271.0,2815.5,-28.1175,26.719444,2012-06-21
2349,1862.5,4115.5,-30.679722,26.7125,2012-06-21
2350,1098.5,2590.0,-30.160091,27.40124,2012-06-21
2351,980.5,2384.5,-30.336111,27.359444,2012-06-21
2352,1812.5,4209.5,-33.501667,21.624167,2012-06-21
2353,2475.5,5749.5,-34.329722,18.990278,2012-06-21
2354,1380.0,3041.0,-25.436111,31.982222,2012-06-22
2355,1426.0,2875.0,-25.14944444,31.94055556,2012-06-22
2356,1262.0,2609.0,-29.658056,25.973333,2012-06-22
2357,1212.0,3668.0,-31.000833,26.353056,2012-06-22
2358,1722.0,3647.0,-29.803611,30.516111,2012-06-22
2359,4188.5,6294.5,-27.363611,31.783333,2015-11-24
2360,960.0,2529.0,-28.760833,17.730278,2012-06-24
2361,1172.0,2821.0,-24.679167,30.8025,2012-06-25
2362,1096.0,2681.0,-25.99136,27.84208,2012-06-25
2363,1574.0,3216.0,-25.362222,31.956667,2012-06-25
2364,1426.0,2875.0,-25.14944444,31.94055556,2012-06-25
2365,1087.0,2834.0,-27.01011111,26.69808333,2012-06-26
2366,1979.0,3621.0,-24.183889,30.823889,2012-06-26
2367,2385.0,6297.0,-29.758889,30.935278,2012-06-26
2368,1144.0,3405.0,-29.380556,30.2775,2012-06-26
2369,1287.0,2604.0,-26.861111,28.884722,2012-06-26
2370,1572.0,3282.0,-26.880278,26.965,2012-06-26
2371,971.0,2440.0,-26.45,28.085833,2012-06-26
2372,1307.0,2551.0,-26.98472222,26.63227778,2012-06-26
2373,3209.0,6556.0,-34.039722,22.133333,2012-06-26
2374,3540.0,6003.0,-33.7075,18.97444444,2012-06-26
2375,5101.0,7632.0,-33.72266667,18.61691667,2012-06-26
2376,1710.0,3385.0,-25.45963889,28.26430556,2012-06-26
2377,1086.0,2439.0,-29.161667,23.696389,2012-06-27
2378,1437.0,3333.0,-25.81048333,27.90955222,2012-06-27
2379,1330.0,3058.0,-30.830556,26.921389,2012-06-27
2380,2166.0,4086.0,-24.058889,31.237222,2012-06-27
2381,1177.0,2878.0,-28.404444,30.013056,2012-06-27
2382,1352.0,2519.0,-27.4275,28.525833,2012-06-27
2383,2857.0,6223.0,-34.031944,22.053333,2012-06-27
2384,3270.0,6646.0,-32.595833,19.009444,2012-06-27
2385,1384.0,2743.0,-28.058889,30.373611,2012-06-27
2386,2138.0,4745.0,-25.447222,30.711667,2012-06-27
2387,1086.0,2439.0,-29.161667,23.696389,2012-06-28
2388,1678.0,3657.0,-29.641944,30.6875,2012-06-28
2389,2025.0,4018.0,-31.860278,18.6875,2012-06-28
2390,1570.0,3454.0,-27.5275,30.858056,2012-06-28
2391,1144.0,3405.0,-29.380556,30.2775,2012-06-28
2392,1102.0,2445.0,-27.00222,28.76528,2012-06-28
2393,1546.0,3086.0,-26.648056,27.089444,2012-06-28
2394,1462.0,2978.0,-29.028629,24.638389,2012-06-28
2395,252.0,780.0,-29.1825,23.575556,2012-06-28
2396,1380.0,3235.0,-25.49037,30.6986,2012-06-29
2397,3480.0,6230.0,-30.398056,30.601944,2012-06-29
2398,3423.0,6867.0,-30.27402,30.69602,2012-06-29
2399,1099.0,2992.0,-27.935,26.126667,2012-06-29
2400,1204.0,2725.0,-28.1175,26.719444,2012-06-29
2401,1491.5,3257.0,-25.127778,27.628889,2012-07-03
2402,2374.0,4723.5,-25.20639,27.558,2012-07-03
2403,1505.5,3271.0,-24.69514,27.40906,2012-07-03
2404,2328.5,4871.5,-28.747778,31.745833,2012-07-03
2405,1566.5,3821.5,-31.5653,18.3306,2012-07-03
2406,1685.0,3324.0,-24.39619444,27.08983333,2012-07-04
2407,3771.5,6280.0,-28.801278,31.955389,2012-07-04
2408,1097.5,2871.5,-27.935,26.126667,2012-07-04
2409,1293.0,2879.5,-28.141944,26.417778,2012-07-04
2410,1132.5,2564.0,-28.1175,26.719444,2012-07-04
2411,981.5,2175.5,-28.75,30.442778,2012-07-05
2412,2286.5,4716.0,-29.161667,30.629722,2012-07-05
2413,2016.0,4450.5,-28.460833,21.248889,2012-07-05
2414,4340.0,6632.0,-34.092222,21.295278,2012-07-05
2415,2211.5,4619.5,-33.38056,19.30167,2012-07-05
2416,1246.5,2998.0,-27.4,26.624722,2012-07-05
2417,1257.5,2597.0,-27.573056,24.746389,2012-07-06
2418,272.0,917.0,-28.760833,17.730278,2012-07-08
2419,1352.0,2997.0,-29.028629,24.638389,2012-07-09
2420,2681.0,6191.0,-33.818056,19.694722,2012-07-09
2421,1242.0,2449.0,-26.861111,28.884722,2012-07-10
2422,1423.0,2948.0,-26.880278,26.965,2012-07-10
2423,996.0,2320.0,-26.45,28.085833,2012-07-10
2424,1240.0,2474.0,-26.98472222,26.63227778,2012-07-10
2425,1096.0,2751.0,-27.935,26.126667,2012-07-10
2426,1061.0,2403.0,-28.1175,26.719444,2012-07-10
2427,1642.0,4046.0,-28.69485,28.23487,2012-07-10
2428,2160.0,5182.0,-31.104278,29.399722,2012-07-10
2429,773.0,2141.0,-31.396,29.2651,2012-07-10
2430,2546.0,5270.0,-34.075556,20.145556,2012-07-10
2431,1551.0,3145.0,-25.45963889,28.26430556,2012-07-10
2432,1163.0,2512.0,-28.338333,31.373611,2012-07-10
2433,1523.0,3228.0,-28.068333,31.55,2012-07-10
2434,272.0,917.0,-28.760833,17.730278,2012-07-11
2435,1039.0,2220.0,-29.161667,23.696389,2012-07-11
2436,1312.0,3023.0,-25.81048333,27.90955222,2012-07-11
2437,1622.0,3484.0,-29.641944,30.6875,2012-07-11
2438,1024.0,2416.0,-28.883333,27.89,2012-07-11
2439,1414.0,3569.0,-30.568333,29.422778,2012-07-11
2440,1759.0,3560.0,-30.86013889,29.07125,2012-07-11
2441,1491.0,2815.0,-30.570833,29.150556,2012-07-11
2442,1618.0,3594.0,-30.77586667,29.03221667,2012-07-11
2443,2934.0,6033.0,-34.250556,20.9925,2012-07-11
2444,3373.0,5411.0,-28.44555556,32.325,2012-10-09
2445,1482.0,3086.0,-26.648056,27.089444,2012-07-12
2446,1194.0,2667.0,-27.902778,24.615556,2012-07-12
2447,1369.0,2758.0,-28.768056,20.720556,2012-07-12
2448,1681.0,3227.0,-31.031389,28.883333,2012-07-12
2449,995.0,2853.5,-29.7775,29.470833,2012-07-16
2450,1916.5,3772.5,-29.987778,29.851667,2012-07-16
2451,1476.5,3101.5,-29.744167,29.905833,2012-07-16
2452,2009.5,4832.0,-33.897778,20.012778,2012-07-16
2453,1050.5,2734.0,-27.01011111,26.69808333,2012-07-17
2454,3218.5,6534.0,-34.065833,20.404167,2012-07-17
2455,1577.0,3322.0,-25.127778,27.628889,2012-07-17
2456,2646.0,5322.0,-25.20639,27.558,2012-07-17
2457,2705.5,4836.5,-24.69514,27.40906,2012-07-17
2458,1413.5,2856.5,-25.73411,27.21422,2012-07-17
2459,3390.5,6330.0,-27.363611,31.783333,2012-07-17
2460,2040.0,4267.0,-30.733889,29.828333,2012-07-17
2461,1471.5,2948.5,-26.648056,27.089444,2012-07-17
2462,1283.5,2937.5,-26.970278,27.211111,2012-07-17
2463,1090.0,2400.5,-26.45,28.085833,2012-07-17
2464,1262.5,2442.5,-26.98472222,26.63227778,2012-07-17
2465,1097.5,2676.0,-27.935,26.126667,2012-07-17
2466,982.5,2115.0,-29.160278,26.573333,2012-07-17
2467,3358.5,5833.0,-33.870833,20.003333,2012-07-17
2468,1062.5,2329.5,-29.161667,23.696389,2012-07-18
2469,1537.0,3042.5,-24.39619444,27.08983333,2012-07-18
2470,3390.0,6231.0,-26.905,32.324722,2012-07-18
2471,3175.5,5835.0,-30.398056,30.601944,2012-07-18
2472,3120.0,6079.5,-30.27402,30.69602,2012-07-18
2473,1300.0,2549.0,-27.169444,29.233889,2012-07-18
2474,1254.5,2435.5,-26.861111,28.884722,2012-07-18
2475,1670.0,3985.0,-28.69485,28.23487,2012-07-18
2476,1006.0,2374.5,-29.615556,27.065278,2012-07-18
2477,1031.5,2372.5,-28.883333,27.89,2012-07-18
2478,4135.5,8191.5,-34.02861,22.22222,2012-07-18
2479,3543.0,6657.5,-34.405833,19.600556,2012-07-18
2480,1086.5,2431.0,-30.160091,27.40124,2012-07-19
2481,932.5,2257.0,-30.336111,27.359444,2012-07-19
2482,1319.0,2938.5,-30.830556,26.921389,2012-07-20
2483,1257.5,2566.0,-29.658056,25.973333,2012-07-20
2484,1183.5,3461.0,-31.000833,26.353056,2012-07-20
2485,1600.0,3499.5,-30.679722,26.7125,2012-07-20
2486,2016.0,4611.5,-28.460833,21.248889,2012-07-20
2487,1644.0,3503.5,-29.803611,30.516111,2012-07-20
2488,1563.0,3699.0,-31.5653,18.3306,2012-07-21
2489,1060.5,2628.0,-24.679167,30.8025,2012-07-23
2490,1041.5,2574.5,-25.99136,27.84208,2012-07-23
2491,1394.5,2853.5,-26.880278,26.965,2012-07-23
2492,1262.5,2442.5,-26.98472222,26.63227778,2012-07-23
2493,2902.5,5788.0,-33.31388889,19.07472222,2012-07-23
2494,1715.0,2972.0,-24.183889,30.823889,2012-07-24
2495,1242.0,2422.0,-26.861111,28.884722,2012-07-24
2496,1379.0,2992.0,-26.970278,27.211111,2012-07-24
2497,887.0,1881.0,-27.802778,28.768333,2012-07-24
2498,1698.0,4046.0,-28.69485,28.23487,2012-07-24
2499,1639.0,3655.0,-33.501667,21.624167,2012-07-24
2500,1039.0,2220.0,-29.161667,23.696389,2012-07-25
2501,1277.0,2845.0,-25.81048333,27.90955222,2012-07-25
2502,1603.0,2899.0,-24.034167,31.123611,2012-07-25
2503,1392.0,3526.0,-29.380556,30.2775,2012-07-25
2504,1293.0,2414.0,-28.058889,30.373611,2012-07-25
2505,1506.0,3092.0,-29.641944,30.6875,2012-07-26
2506,2216.0,3942.0,-31.860278,18.6875,2012-07-26
2507,1251.0,2702.0,-27.5275,30.858056,2012-07-26
2508,1392.0,3526.0,-29.380556,30.2775,2012-07-26
2509,1119.0,2445.0,-27.00222,28.76528,2012-07-26
2510,1461.0,2811.0,-26.648056,27.089444,2012-07-26
2511,1808.0,5552.0,-29.758889,30.935278,2012-07-27
2512,2902.0,5671.0,-30.27402,30.69602,2012-07-28
2513,1087.0,2690.0,-27.01011111,26.69808333,2012-07-30
2514,1461.0,2811.0,-26.648056,27.089444,2012-07-30
2515,1366.0,2759.0,-26.880278,26.965,2012-07-30
2516,1240.0,2411.0,-26.98472222,26.63227778,2012-07-30
2517,2461.0,5035.0,-31.554722,29.245556,2012-07-30
2518,2117.0,4271.0,-33.38056,19.30167,2012-07-30
2519,1611.0,3300.0,-25.127778,27.628889,2012-07-31
2520,2652.0,5349.0,-25.20639,27.558,2012-07-31
2521,1242.0,2422.0,-26.861111,28.884722,2012-07-31
2522,1379.0,2992.0,-26.970278,27.211111,2012-07-31
2523,953.0,2536.0,-26.73806,27.59194,2012-07-31
2524,996.0,2320.0,-26.45,28.085833,2012-07-31
2525,2106.0,4676.0,-31.104278,29.399722,2012-07-31
2526,1401.0,2749.0,-24.39619444,27.08983333,2012-08-01
2527,1300.0,2549.0,-27.169444,29.233889,2012-08-01
2528,1168.0,2549.5,-28.141944,26.417778,2012-08-01
2529,1048.5,2355.0,-28.1175,26.719444,2012-08-01
2530,3872.0,7157.5,-33.13083,18.86278,2012-08-01
2531,897.5,1995.5,-28.75,30.442778,2012-08-02
2532,2888.5,5667.0,-29.161667,30.629722,2012-08-02
2533,1125.0,2405.0,-27.00222,28.76528,2012-08-02
2534,1471.5,2762.5,-26.648056,27.089444,2012-08-02
2535,1402.0,3021.5,-27.398611,26.614722,2012-08-02
2536,1259.5,2460.5,-28.376944,24.303056,2012-08-02
