,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,pet,elevation,EVI,NDVI,Land Surface Temperature,nir,green,swir16,swir22,NDMI,MNDWI,cec,clay,pH,phosphorous,flow_accumulation,skin_temperature,soil_temperature,temperature_2m,total_evaporation_sum,total_precipitation_sum,volumetric_soil_water,precipitation,cec_pH_interaction,phosphorous_pH_interaction,NDVI_LST_interaction,flow_acc_clay_interaction,flow_acc_phosphorous_interaction,evaporation_precipitation_ratio,cec_clay_ratio
1407,134.0395,847.0,10.0,178.0,776.2501829587035,2044.0,3697.0,15848.0,,,,,,,24.0,22.0,67.0,19.0,8.853658536585368,306.30826600392663,306.17451095581055,303.0608860651652,-0.0003379611298441,3.754612166062543e-05,0.1309544245402018,23.1626501083374,1608.0,1273.0,58590056.0,194.78048780487808,168.21951219512198,-8.767707755909585,1.0909090413223161
1408,121.962,1482.0,10.0,194.90001,65.10614892816847,2727.0,4766.0,15159.0,12552.0,8364.0,9951.0,8446.0,0.1155845887215032,-0.0866502866502861,22.0,25.0,64.0,25.0,4.523809523809524,293.7702910105387,294.1575813293457,290.5337162017822,-0.0007536495104432,0.0001527823235392,0.1584555308024088,20.399341583251953,1408.0,1600.0,72247794.0,113.09523809523809,113.09523809523809,-4.9007551264569775,0.8799999648000014
1409,51.181,221.8,10.0,161.7,628.5402125952668,3174.0,5515.0,15350.0,14114.5,10273.0,14152.5,11262.0,-0.0013443237697668,-0.1588299113631239,25.0,26.0,63.0,27.0,1267.0,294.6770143508911,294.8892933527628,293.52060317993164,-0.0028382828459143,0.0007998913525852,0.2701104482014974,48.11551094055176,1575.0,1701.0,84655250.0,32942.0,34209.0,-3.543904971320513,0.9615384245562144
1410,85.674,389.0,10.0,165.40001,1083.049520766773,2100.0,4576.0,15328.0,13427.0,9770.0,16220.0,13074.0,-0.0942085202550001,-0.2481723739899952,22.0,25.0,63.0,21.0,1.0,299.006649017334,299.1770194371541,296.0676743189494,-0.0016699838452041,0.0009873772237654,0.1467428207397461,41.89969205856323,1386.0,1323.0,70140928.0,25.0,21.0,-1.6896219429682904,0.8799999648000014
1411,325.196,641.0,10.0,196.40001,1264.6258884773251,2933.0,4271.0,15540.0,15599.0,10156.0,14994.0,12414.0,0.0197757656980354,-0.1923658051689853,26.0,28.0,67.0,20.0,26119.7,299.8054014841715,299.8200480143229,297.3497292200724,-0.0003102649934589,2.149233097270553e-06,0.1094226837158203,21.462297677993774,1742.0,1340.0,66371340.0,731351.6,522394.0,-98.52080931316495,0.9285713954081645
1412,129.712,282.4,12.0,181.7,1420.2183727549318,2327.0,3597.0,15724.0,15148.0,10822.5,16030.5,13600.5,-0.0283047612938402,-0.1939448106356824,24.0,25.0,65.0,22.0,2138.6,295.59114170074463,295.7834908167521,294.71184762318927,-0.002101928461343,1.1007443930566296e-05,0.1014057795206705,4.222266674041748,1560.0,1430.0,56559228.0,53465.0,47049.2,-175.05211546250115,0.9599999616000015
1413,72.585,1043.0,10.0,162.2,26.225733634311503,4564.0,7555.0,15049.0,17622.0,9467.5,13167.0,10309.0,0.1446945337620574,-0.1634451832379767,20.0,27.0,62.0,26.0,760.0,,,,,,,21.712450981140137,1240.0,1612.0,113695195.0,20520.0,19760.0,,0.7407407133058995
1414,10.366,200.4,10.0,212.1,171.65556603773575,3302.0,5091.0,15400.0,15108.5,9978.0,14915.0,12066.0,0.0064449514546938,-0.1983288474671586,22.0,24.0,70.0,26.0,14123.536585365851,293.6326084136963,294.1657489140829,288.0223569869995,-0.0012926668860018,6.164885078874249e-05,0.1610660552978515,23.608318328857425,1540.0,1820.0,78401400.0,338964.87804878043,367211.95121951215,-20.63352910272509,0.9166666284722238
1415,26.406,494.0,10.0,197.40001,123.83424270931329,1993.0,3753.0,15288.0,15048.0,10389.0,16234.5,13059.5,-0.0379285543035242,-0.2195616654459398,24.0,24.0,67.0,26.0,2.021276595744681,292.82298469543457,293.7678658167521,289.5313901901245,-0.0007581487298011,0.0002247720955779,0.1687202453613281,15.84780216217041,1608.0,1742.0,57375864.0,48.51063829787235,52.55319148936171,-3.358026720974957,0.999999958333335
1416,64.628,1367.0,10.0,158.6,139.06067162073177,3495.0,5421.0,15118.0,,,,,,,22.0,24.0,61.0,25.0,2.6956521739130435,,,,,,,28.204710006713867,1342.0,1525.0,81954678.0,64.69565217391305,67.3913043478261,,0.9166666284722238
1417,124.073,493.0,104.0,160.6,1137.967234468938,2163.0,3893.0,15379.0,,,,,,,20.0,24.0,62.0,22.0,2.1904761904761907,297.32093938191736,297.25539143880206,294.7900358835856,-0.0019167196005582,0.001223991577973,0.1579850514729817,43.39671325683594,1240.0,1364.0,59870447.0,52.57142857142858,48.1904761904762,-1.5646798190480675,0.8333332986111125
1418,28.562,91.8,10.0,163.1,739.9037757556741,2786.0,4745.0,15688.0,13696.0,10066.0,13777.0,11805.5,-0.0029483492883922,-0.1556431657090125,23.0,23.0,66.0,23.0,16491.973684210527,301.7480802536011,302.53001149495446,298.47163550059,-0.0004503577947616,4.677099357763837e-05,0.1193952560424804,48.7146635055542,1518.0,1518.0,74439560.0,379315.39473684214,379315.39473684214,-9.427432025872971,0.999999956521741
1419,181.875,871.0,123.0,197.5,1244.3983272873843,1944.0,3695.0,15624.0,13081.5,10998.0,15287.5,13809.0,-0.077760936233212,-0.163188830343725,24.0,24.0,65.0,19.0,179955.14285714287,300.1467390060425,300.33696587880456,297.3730093638102,-0.0002731429412961,4.5002953129369416e-05,0.1111415227254231,43.424357414245605,1560.0,1235.0,57730680.0,4318923.428571429,3419147.7142857146,-5.937508849224701,0.999999958333335
1420,310.656,994.0,72.0,195.8,1252.92047172664,2344.0,4549.0,15582.0,15641.0,10240.0,13904.0,12090.5,0.058791673718057,-0.151756129887342,23.0,25.0,66.0,20.0,32489.97674418605,300.31462637583417,300.4966745376587,297.47603670756024,-0.0002901088446378,3.335769565637747e-05,0.113494873046875,34.77980041503906,1518.0,1320.0,70882518.0,812249.4186046512,649799.534883721,-8.443780617282172,0.9199999632000014
1421,228.91,575.0,27.0,188.3,1342.659997989344,2508.0,4278.0,15478.0,15352.0,10859.0,15420.0,13345.5,-0.0022098011178993,-0.173560637771604,23.0,26.0,65.0,22.0,18785.0,299.97282950083417,300.11882623036706,297.06920305887854,-0.0003734822385013,8.499743648826552e-05,0.1692803700764974,27.421729803085327,1495.0,1430.0,66214884.0,488410.0,413270.0,-4.342946182497687,0.8846153505917173
1422,48.676,668.0,10.0,199.8,140.30468381867874,2026.0,3708.0,15297.0,17028.0,11783.0,16265.0,13409.0,0.022917730453849,-0.1597974900171129,22.0,25.0,65.0,26.0,9812.380952380952,293.5403232574463,293.8976777394613,288.2565972010294,-0.0009922385215759,7.709241421594015e-05,0.1625566482543945,12.370192527770996,1430.0,1690.0,56721276.0,245309.52380952382,255121.90476190476,-12.705952704089473,0.8799999648000014
1423,181.778,880.0,10.0,221.90001,1050.9557584269662,2126.0,3625.0,15757.0,,,,,,,26.0,27.0,72.0,20.0,127906.0,299.93134117126465,301.1810131072998,296.71672026316327,-0.0009563025087118,8.553265615773853e-07,0.0960718790690104,11.537660598754885,1872.0,1440.0,57119125.0,3453462.0,2558120.0,-515.436219432313,0.9629629272976693
1424,178.749,591.0,10.0,249.8,167.15504030251765,362.0,977.0,15733.0,7952.0,9011.0,7638.0,7578.0,0.020141116100064,0.0824674154603875,24.0,21.0,75.0,23.0,4131443.0,300.5379753112793,300.77190430959064,293.7811177571615,-7.922248914837837e-05,1.122057398106335e-06,0.0002164840698242,0.0,1800.0,1725.0,15371141.0,86760303.0,95023189.0,-37.332868196248754,1.1428570884353766
1425,88.708,246.0,31.0,226.6,983.0678957280206,1795.0,3031.0,15836.5,8924.0,10836.5,8462.0,8280.0,0.0265731047969629,0.1230406508277839,25.0,25.0,73.0,22.0,235233.35,302.4536895751953,302.4761686325073,295.92265796661377,-0.0002070441842079,8.523463463916414e-07,0.0484415690104166,4.136307716369629,1825.0,1606.0,48000431.5,5880833.75,5175133.7,-111.77401278719863,0.9999999600000016
1426,181.487,850.0,95.0,189.3,1286.3013850975633,2756.0,5125.0,15555.5,12271.5,9510.5,11035.5,9598.5,0.0530312781567767,-0.074223693176287,25.0,28.0,62.0,21.0,298975.4871794872,297.153990427653,297.8954569498698,294.8194271723429,-0.000543916132301,0.0001469774707061,0.1204894383748372,38.98078012466431,1550.0,1302.0,79721937.5,8371313.641025641,6278485.230769231,-3.6756685305243457,0.8928571109693889
1427,28.362,84.6,10.0,144.7,1471.364299083834,3037.0,5184.0,15086.0,14826.0,10169.0,15466.5,12396.0,-0.0211438474870016,-0.206647032435489,22.0,33.0,58.0,25.0,65.0,288.7057196299235,289.1258455912272,287.13246663411456,-0.0032185083255171,0.0027006059447103,0.3877503077189127,0.0,1276.0,1450.0,78205824.0,2145.0,1625.0,-1.1913315233181532,0.6666666464646471
1428,44.078,98.0,10.0,150.0,924.8868742609376,2616.0,4977.0,15180.5,5180.0,4664.0,4786.5,4188.0,0.0394822655897251,-0.0129622771281941,23.0,29.0,61.0,24.0,412.0,290.987016359965,291.5020662943522,288.65114339192706,-0.0028938371688127,0.0040622159838505,0.385835329691569,53.42867851257324,1403.0,1464.0,75553348.5,11948.0,9888.0,-0.712203628927045,0.7931034209274682
1429,180.437,877.0,155.0,164.90001,1521.2514933684313,2930.0,4519.0,15460.5,14152.0,10379.0,16846.5,14296.5,-0.0869235608174586,-0.2375530293291207,27.0,29.0,65.0,21.0,11620.307692307691,295.36417071024573,295.867636680603,292.62888526916504,-0.0014674137346446,0.0005047831001547,0.2255687713623047,22.26132535934448,1755.0,1365.0,69865999.5,336988.92307692306,244026.46153846153,-2.9012707901781876,0.9310344506539844
1430,121.958,672.0,67.0,170.6,1471.37990245885,2354.0,4429.0,15420.0,15522.0,10161.0,14844.0,12484.5,0.0223276032404662,-0.187282543491301,23.0,28.0,64.0,21.0,1.0,295.117816289266,296.2218659718832,293.1654446919759,-0.0019503072835505,0.0011302064190577,0.2142311731974284,41.46334099769592,1472.0,1344.0,68295180.0,28.0,21.0,-1.724094957996362,0.8214285420918378
1431,172.239,1006.0,84.0,188.5,1281.3737230706993,2727.0,4107.0,15718.0,15206.0,10615.0,16756.5,13988.5,-0.0485099726241688,-0.2243757192700428,25.0,26.0,64.0,19.0,30946.0,297.153990427653,297.8954569498698,294.8194271723429,-0.000543916132301,0.0001469774707061,0.1204894383748372,37.93882751464844,1600.0,1216.0,64553826.0,804596.0,587974.0,-3.6756685305243457,0.9615384245562144
1432,78.766,290.1,67.0,142.40001,232.428267388991,4269.0,7544.0,15230.0,15748.0,9486.5,13168.0,10412.5,0.0892239590538107,-0.1625063453177066,25.0,29.0,60.0,27.0,1371.7804878048782,290.4802700678507,290.8909784952799,289.66066487630206,-0.0029239160940051,0.0089553776352317,0.3847500483194987,87.2615966796875,1500.0,1620.0,114895120.0,39781.63414634147,37038.07317073171,-0.3264619038062099,0.8620689357907263
1433,223.364,737.0,163.0,187.5,952.9018196771876,2694.5,5237.5,15581.5,,,,,,,23.0,26.0,66.0,23.0,11929.153846153846,299.672823270162,300.23955059051514,297.05339018503827,-0.0026928428560495,0.0009509831228999,0.160411516825358,32.55488348007202,1518.0,1518.0,81608106.25,310158.0,274370.53846153844,-2.8286665921625267,0.8846153505917173
1434,151.081,736.0,10.0,185.90001,952.729121725732,4134.0,5994.5,15731.0,,,,,,,23.0,27.0,65.0,22.0,46804.48717948717,299.6126832962036,300.3919757207235,296.9373826980591,-0.002409900072962,0.0006087556043414,0.2080526351928711,37.68257427215576,1495.0,1430.0,94299479.5,1263721.1538461538,1029698.7179487178,-3.952239316545429,0.8518518203017844
1435,200.166,827.0,62.0,187.7,911.9833849329206,2044.0,3816.0,15668.0,14325.0,9934.5,12063.0,10486.5,0.085720782173715,-0.0967609955676777,24.0,27.0,65.0,23.0,3.0,300.4471152623495,301.1421791712443,297.81817086537677,-0.0021004397422075,0.0015181888016968,0.295602798461914,34.48666000366211,1560.0,1495.0,59789088.0,81.0,69.0,-1.3826061249671495,0.8888888559670793
1436,40.503,109.1,10.0,144.90001,1001.2839445482252,3787.5,6055.5,15146.5,16425.0,9354.5,13857.5,11256.5,0.0847849417980679,-0.1939944856108901,25.0,34.0,58.0,25.0,366.1951219512195,288.947912534078,289.41236337025964,288.65410327911377,-0.0031056967563927,0.0062525823712178,0.3714383443196615,42.93367004394531,1450.0,1450.0,91719630.75,12450.634146341463,9154.878048780487,-0.4966268247599508,0.7352940960207619
1437,214.121,458.0,14.0,162.0,1520.730008077544,3472.5,5228.0,15583.5,17011.0,10898.0,19616.0,15585.0,-0.071122396046632,-0.2857049223307325,27.0,30.0,65.0,19.0,21680.953488372095,294.6187686920166,295.2380793889364,292.3125219345093,-0.0017473078332841,0.0005848496714406,0.3153162002563476,24.27592086791992,1755.0,1235.0,81470538.0,650428.6046511629,411938.1162790698,-2.98251909741194,0.899999970000001
1438,158.532,710.0,155.0,181.3,1320.7119724724216,2816.0,5134.0,15446.5,9142.0,8879.0,8400.0,8042.0,0.0422984836392655,0.0277215116615543,22.0,24.0,61.0,22.0,257860.49999999997,296.4617636998495,297.4507166544596,294.57535680135095,-0.0022396552376449,0.0006498981418587,0.2730913162231445,47.936636447906494,1342.0,1342.0,79302331.0,6188651.999999999,5672930.999999999,-3.4408689987182273,0.9166666284722238
1439,253.08,726.0,178.0,182.1,1296.5185260174126,3063.0,5291.5,15525.0,,,,,,,27.0,30.0,66.0,18.0,1372.5909090909092,296.94622008005774,298.18370819091797,295.1617012023926,-0.0015773512423038,0.0003827939758593,0.1799062093098958,42.297075271606445,1782.0,1188.0,82150537.5,41177.72727272728,24706.636363636368,-4.109890570252363,0.899999970000001
1440,101.25,300.5,10.0,234.0,1045.7229919581437,1217.0,1898.5,15871.5,17036.0,10600.0,15043.0,12413.0,0.0621278718164529,-0.1732636586982795,25.0,22.0,76.0,21.0,89940.0,299.7714621225993,299.0241111119588,292.13185151418054,-0.0001207222230732,8.523463463916414e-07,0.0241772333780924,5.903673768043518,1900.0,1596.0,30132042.75,1978680.0,1888740.0,-65.1725976129497,1.136363584710746
1441,91.559,221.1,10.0,230.6,949.5842541436464,1445.0,2563.5,15699.0,14216.0,11086.0,18469.5,16203.5,-0.1301341573480591,-0.2498181387558991,22.0,20.0,72.0,25.0,3.0,300.0354595184326,300.7394485473633,295.89412816365564,-0.0001796279102563,8.523463463916414e-07,0.1303971608479817,5.3079423904418945,1584.0,1800.0,40244386.5,60.0,75.0,-96.9731770768539,1.0999999450000026
1442,316.427,814.0,10.0,200.7,1247.6196374622357,2294.0,4100.5,15682.5,16355.0,11517.0,19608.0,15472.0,-0.0904540778021853,-0.2599518072289148,24.0,22.0,71.0,20.0,5889.727272727273,297.34189669291175,298.2442102432251,295.26604080200195,-0.0010613175109028,4.161516329759252e-06,0.1241963704427083,21.87388324737549,1704.0,1420.0,64306091.25,129574.0,117794.54545454546,-205.62126381033906,1.0909090413223161
1443,92.587,281.5,10.0,173.0,327.28333680049934,2689.5,4376.5,15576.5,,,,,,,26.0,25.0,67.0,22.0,2.0,299.4380680720011,299.48134422302246,297.6264228820801,-0.0021244161762297,7.929033549203268e-05,0.1786813735961914,21.67417287826538,1742.0,1474.0,68170552.25,50.0,44.0,-26.459176726699678,1.0399999584000017
1444,86.36,508.0,128.0,160.90001,50.114959689459525,3602.5,6406.0,15231.5,17146.0,9800.5,15643.5,12264.5,0.0458225956479969,-0.2296415657915413,25.0,27.0,61.0,24.0,11802.05,296.0640509923299,296.0502131779989,295.34930578867596,-0.0032058581709861,0.0039619386195965,0.3265047073364258,147.21550369262695,1525.0,1464.0,97572989.0,318655.35,283249.19999999995,-0.8089598347885881,0.9259258916323744
1445,69.688,408.0,14.0,161.2,5.54502935615484,3208.0,5430.5,15188.0,,,,,,,22.0,24.0,59.0,24.0,14818.0,,,,,,,131.7013053894043,1298.0,1416.0,82478434.0,355632.0,355632.0,,0.9166666284722238
1446,31.676,195.1,10.0,148.3,68.45946739768945,4437.5,6780.5,15125.0,16155.0,9211.5,12142.5,9657.5,0.1417969785316719,-0.1372576566451244,21.0,27.0,58.0,24.0,1182.0,293.81591542561847,294.0729430516561,293.3893855412801,-0.0038008010014891,0.0094596087494664,0.3958822886149088,115.7548484802246,1218.0,1392.0,102555062.5,31914.0,28368.0,-0.4017501518285992,0.7777777489711944
1447,68.565,376.0,10.0,148.0,35.037262208276125,4581.5,6984.0,15058.0,14522.0,9459.0,12822.5,10614.0,0.0621514381319824,-0.1509548279963191,23.0,27.0,58.0,25.0,2770.0,,,,,,,96.32501220703124,1334.0,1450.0,105165072.0,74790.0,69250.0,,0.8518518203017844
1448,231.482,510.0,10.0,165.0,1598.0333532457182,3469.5,5857.5,15361.0,15140.0,9467.0,13420.0,11156.5,0.0602240896358541,-0.1727181369336297,23.0,25.0,61.0,21.0,6535.8,291.1292060216268,291.74029095967614,289.4741767247518,-0.0025914018042385,0.0006299891642811,0.1894076665242512,23.300352096557617,1403.0,1281.0,89977057.5,163395.0,137251.80000000002,-4.106887964060274,0.9199999632000014
1449,73.854,241.5,10.0,146.90001,1250.8071924166911,3729.5,6161.5,15455.0,15210.5,9620.0,14357.5,12166.5,0.0288487554112553,-0.1975810655823159,24.0,30.0,59.0,27.0,4642.073170731707,289.0578905741374,289.5901457468668,287.75706481933594,-0.0028408439829945,0.0059992402791806,0.3825769424438476,51.143635749816895,1416.0,1593.0,95225982.5,139262.19512195123,125335.97560975609,-0.4734550369343624,0.7999999733333342
1450,51.389,194.9,10.0,148.7,42.42887994502799,2944.0,6056.5,14998.0,11956.0,9605.0,10254.5,8757.5,0.0766079106728796,-0.0327047508748959,24.0,25.0,59.0,26.0,6874.097560975611,293.5729223887125,294.03183682759607,293.30466874440515,-0.0035411589778959,0.0099940544259595,0.3945163091023763,102.20675659179688,1416.0,1534.0,90835387.0,171852.43902439027,178726.5365853659,-0.3542911150837438,0.9599999616000015
1451,176.028,688.0,118.0,215.5,1090.9205837946654,2718.0,4596.5,15461.0,15159.0,10381.0,16283.5,13938.0,-0.0357636956348889,-0.22136173564102,24.0,25.0,68.0,19.0,58446.05,297.14446894327796,297.5518617630005,296.18389860788983,-0.000952367670834,5.1848329007953e-06,0.1473782857259114,16.63502788543701,1632.0,1292.0,71066486.5,1461151.25,1110474.95,-153.98438181111348,0.9599999616000015
1452,68.652,148.6,10.0,150.7,828.7327628124089,2487.0,4208.5,15275.0,12670.0,10549.0,12993.5,10792.0,-0.0126054513219162,-0.1038334926197298,24.0,24.0,66.0,25.0,13916.0,290.0340814590454,290.7738723754883,288.5829060872396,-0.0024985880590975,0.0057049941654838,0.336633046468099,62.38770484924317,1584.0,1650.0,64284837.5,333984.0,347900.0,-0.43788829547210895,0.999999958333335
1453,115.951,238.6,10.0,153.2,823.2855193919311,2359.5,4309.5,15244.0,13664.5,10641.0,14072.0,12104.0,-0.0146918320624447,-0.138833812163638,24.0,27.0,67.0,27.0,37513.0,290.83503341674805,291.59725920359296,289.13385009765625,-0.0025150147266685,0.0042682820133279,0.3323771158854167,67.25101327896118,1608.0,1809.0,65694018.0,1012851.0,1012851.0,-0.5890954776042188,0.8888888559670793
1454,153.56,277.4,10.0,154.1,898.5002438310737,2822.0,5115.5,15172.0,15431.5,10891.0,17273.0,14311.0,-0.0563072360072771,-0.2266013350376359,24.0,25.0,64.0,26.0,5514.232558139534,290.83503341674805,291.59725920359296,289.13385009765625,-0.0025150147266685,0.0042682820133279,0.3323771158854167,60.41189193725586,1536.0,1664.0,77612366.0,137855.81395348837,143370.0465116279,-0.5890954776042188,0.9599999616000015
1455,162.565,953.0,10.0,221.90001,1050.9557584269662,2280.0,3983.0,15732.0,,,,,,,26.0,27.0,72.0,20.0,127906.0,297.95927683512366,299.12865352630615,296.1291421254476,-0.0014043976552784,2.313289314770373e-06,0.1358671188354492,23.35278844833374,1872.0,1440.0,62660556.0,3453462.0,2558120.0,-423.86810261866054,0.9629629272976693
1456,97.947,366.0,10.0,143.8,601.1595702739995,4273.5,6842.5,15190.0,16235.0,9879.5,13432.0,10823.0,0.0944820844709606,-0.1523925959290472,24.0,28.0,59.0,25.0,2154.3571428571427,291.6545378367106,291.59323819478357,291.08154678344727,-0.0033466494642198,0.0069462588760131,0.4748922983805338,149.24203491210938,1416.0,1475.0,103937575.0,60321.99999999999,53858.928571428565,-0.4817222913305886,0.8571428265306134
1457,115.939,438.0,10.0,173.1,1363.1179173047472,3609.0,5474.5,15163.5,15965.0,9882.5,15122.0,11943.0,0.0271174445909865,-0.2095422823891691,20.0,23.0,61.0,19.0,791.0,293.97607580820716,294.81122048695886,291.95439879099524,-0.0025859698653221,0.0014566153287489,0.2114849090576172,19.816190719604492,1220.0,1159.0,83012580.75,18193.0,15029.0,-1.7741099550192638,0.8695651795841226
1458,40.199,211.8,10.0,148.3,68.45946739768945,4437.5,6780.5,15128.0,16155.0,9211.5,12142.5,9657.5,0.1417969785316719,-0.1372576566451244,21.0,27.0,58.0,24.0,1182.0,293.54363282521564,294.5201546351115,292.992228825887,-0.0042235828004777,0.0037816926836171,0.3885742823282877,57.86671829223633,1218.0,1392.0,102575404.0,31914.0,28368.0,-1.1165545693865382,0.7777777489711944
1459,37.277,211.0,10.0,148.0,35.037262208276125,4581.5,6984.0,15019.0,14522.0,9459.0,12822.5,10614.0,0.0621514381319824,-0.1509548279963191,23.0,27.0,58.0,25.0,2770.0,,,,,,,9.797248840332031,1334.0,1450.0,104892696.0,74790.0,69250.0,,0.8518518203017844
1460,204.43,478.0,10.0,162.0,1520.730008077544,3472.5,5228.0,15491.0,17011.0,10898.0,19616.0,15585.0,-0.071122396046632,-0.2857049223307325,27.0,30.0,65.0,19.0,21680.953488372095,293.67257436116535,294.5655241012573,291.1870867411295,-0.0024427962489426,0.0011784538626216,0.361875851949056,26.948384761810303,1755.0,1235.0,80986948.0,650428.6046511629,411938.1162790698,-2.0711248878467696,0.899999970000001
1461,209.537,857.0,155.0,164.90001,1521.2514933684313,3055.0,5171.0,15424.5,14152.0,10379.0,16846.5,14296.5,-0.0869235608174586,-0.2375530293291207,27.0,29.0,65.0,21.0,11620.307692307691,293.7842197418213,294.40549087524414,292.09542973836267,-0.0024252091534435,0.0008197546004566,0.3160123825073242,22.318056106567383,1755.0,1365.0,79760089.5,336988.92307692306,244026.46153846153,-2.9548529512893547,0.9310344506539844
1462,150.28,703.0,67.0,174.5,1412.3139699918893,2440.5,4971.0,15389.0,10068.5,9538.5,8705.0,8393.5,0.0726289716888163,0.0456875051388163,21.0,25.0,63.0,22.0,247797.0,294.9854453404745,295.7224801381429,293.35927295684814,-0.0030373623594641,0.0006749570369315,0.2705151240030924,32.82644271850586,1323.0,1386.0,76498719.0,6194925.0,5451534.0,-4.4934251639012075,0.8399999664000013
1463,247.193,672.0,10.0,200.0,1332.9932566441882,1987.0,3204.0,15489.5,7744.5,5006.0,6774.5,5507.5,0.0668090088849089,-0.1501209626076979,26.0,25.0,72.0,20.0,10016.0,295.8600206375122,296.46889273325604,293.6793963114421,-0.001699220854789,0.0005032405256315,0.1343638102213541,30.221108436584473,1872.0,1440.0,49628358.0,250400.0,200320.0,-3.369861739416784,1.0399999584000017
1464,45.243,95.6,10.0,164.1,953.0299681401832,3037.5,5754.5,15296.5,7217.0,4530.5,5434.5,4420.5,0.1408923843022555,-0.0907175112895123,22.0,26.0,62.0,22.0,22663.0,294.7387641270955,294.6667706171671,292.7732966740926,-0.0026456741616129,0.0013610363005511,0.2206443150838216,26.481441497802734,1364.0,1364.0,88023709.25,589238.0,498586.0,-1.942440271630368,0.8461538136094686
1465,125.143,263.9,10.0,195.0,1295.7313214181067,3009.5,4928.5,15486.5,13110.0,11399.0,12213.5,10944.0,0.0354018994214858,-0.0344944415034408,26.0,28.0,70.0,22.0,130496.29268292684,294.02265580495197,294.81196912129724,290.94311141967773,-0.0019732476212084,0.0001452937722028,0.142147699991862,40.665587425231934,1820.0,1540.0,76325215.25,3653896.1951219514,2870918.4390243907,-13.488254431453049,0.9285713954081645
1466,189.802,404.0,10.0,165.0,1598.0333532457182,3469.5,5857.5,15276.0,15140.0,9467.0,13420.0,11156.5,0.0602240896358541,-0.1727181369336297,23.0,25.0,61.0,21.0,6535.8,290.99199072519934,291.6238657633463,289.3017752965292,-0.0032228701747953,0.0016544729471199,0.2129710515340169,22.59419822692871,1403.0,1281.0,89479170.0,163395.0,137251.80000000002,-1.9467972463109535,0.9199999632000014
1467,241.648,605.0,10.0,188.5,1432.896752541703,2550.5,3622.0,15472.0,,,,,,,26.0,29.0,66.0,21.0,68830.0,293.58478577931726,294.321439743042,291.7534955342611,-0.0026145330630242,0.0027667582034496,0.1962025960286458,29.057579040527344,1716.0,1386.0,56039584.0,1996070.0,1445430.0,-0.9446392606715328,0.8965516932223554
1468,208.92,435.0,10.0,170.6,1546.9722636444972,2710.5,4448.5,15361.5,15285.5,9930.0,14424.5,12173.0,0.0289801413665431,-0.1845449506251404,23.0,26.0,63.0,21.0,11189.28205128205,291.21093527475995,291.8339188893636,290.0899019241333,-0.0038780928589403,0.0027534708380692,0.2549209594726562,35.81397867202759,1449.0,1323.0,68335632.75,290921.3333333333,234974.92307692306,-1.407926635251192,0.8846153505917173
1469,144.043,570.0,82.0,177.0,1097.3117827868855,3336.0,5426.5,15548.0,15208.5,10304.5,15489.0,12683.0,-0.0091375519179085,-0.2010002520014724,23.0,24.0,63.0,19.0,2290.3,296.2090651194255,297.0595951080322,294.24173736572266,-0.0016674660146236,0.0006635636090948,0.1869045893351237,16.165879487991333,1449.0,1197.0,84371222.0,54967.200000000004,43515.700000000004,-2.509114239485442,0.9583332934027794
1470,134.551,671.0,10.0,176.0,1179.6558985892457,3336.0,6102.0,15263.0,11265.0,9645.5,10274.5,10020.5,0.0459852828524336,-0.0315763052208833,23.0,26.0,63.0,22.0,345.89743589743586,295.26806799570716,296.4297412236532,293.37406158447266,-0.0019261473789811,0.0008146554230847,0.203619639078776,8.272651672363281,1449.0,1386.0,93134826.0,8993.333333333332,7609.743589743589,-2.361471921190283,0.8846153505917173
1471,57.117,227.5,10.0,148.0,267.2990727954233,3242.0,6032.0,15179.5,14985.5,9524.5,12416.5,9765.0,0.0937522808554116,-0.1318080306275915,25.0,30.0,61.0,27.0,5671.4,293.30052852630615,293.5293827056885,292.39453951517737,-0.0036360723897814,0.0027385368942702,0.4526198705037434,79.23096084594727,1525.0,1647.0,91562744.0,170142.0,153127.8,-1.327258047659925,0.8333333055555564
1472,97.979,183.5,10.0,167.3,1212.258376094174,2439.0,4076.0,15602.5,14128.0,9909.0,14964.5,12803.0,-0.0287531150640198,-0.2032484370916831,21.0,27.0,63.0,24.0,7953.0,295.4336411158244,295.19164403279626,293.7739089330037,-0.0036872182972729,0.0014236450194289,0.2548929850260416,8.796874046325684,1323.0,1512.0,63595790.0,214731.0,190872.0,-2.588166348099123,0.7777777489711944
1473,193.817,503.0,59.0,168.3,1488.9940325680186,2590.0,5212.0,15407.0,11807.0,10067.0,11490.5,10321.0,0.0135851486210966,-0.0660327032355325,25.0,26.0,62.0,20.0,52612.76923076922,295.5051800409953,296.01633707682294,293.09985733032227,-0.001533814240247,0.0004734179801566,0.2568581899007162,11.52765941619873,1550.0,1240.0,80301284.0,1367931.9999999998,1052255.3846153845,-3.233044075902657,0.9615384245562144
1474,36.228,125.3,10.0,168.40001,1499.5469128329291,3533.0,5636.0,15374.0,12850.0,9565.0,10393.0,8888.5,0.1057092457944322,-0.041487122958212,23.0,25.0,62.0,21.0,6.512820512820513,296.08823744455975,296.516126314799,293.17554092407227,-0.0019027120433747,0.0004811570048328,0.3155288696289062,7.602275848388672,1426.0,1302.0,86647864.0,162.82051282051282,136.76923076923077,-3.946249923371979,0.9199999632000014
